000069098_t.LU,APAM.LU
046898150_t.LU,
046899369_t.LU,
046902637_t.LU,
046909275_t.LU,
046931297_t.LU,
046952502_t.LU,
046955994_t.LU,
046958535_t.LU,
046958853_t.LU,
046979150_t.LU,
047025087_t.LU,
047040698_t.LU,
047040825_t.LU,
047084245_t.LU,
047098939_t.LU,
047101565_t.LU,
047101638_t.LU,
047101689_t.LU,
047101727_t.LU,
047121396_t.LU,
047133378_t.LU,
047171326_t.LU,
047171342_t.LU,
047171547_t.LU,
047182964_t.LU,
047188237_t.LU,
047188253_t.LU,
047188261_t.LU,
047188270_t.LU,
047188288_t.LU,
047188296_t.LU,
047188300_t.LU,
047188318_t.LU,
047188326_t.LU,
047188334_t.LU,
047188342_t.LU,
047188369_t.LU,
047188377_t.LU,
047188393_t.LU,
047188407_t.LU,
047188415_t.LU,
047188423_t.LU,
047188431_t.LU,
047188440_t.LU,
047188458_t.LU,
047188466_t.LU,
047188474_t.LU,
047188482_t.LU,
047188504_t.LU,
047188512_t.LU,
047188539_t.LU,
047188547_t.LU,
047188555_t.LU,
047188571_t.LU,
047188580_t.LU,
047188598_t.LU,
047188601_t.LU,
047188610_t.LU,
047188628_t.LU,
047188636_t.LU,
047188644_t.LU,
047188652_t.LU,
047188679_t.LU,
047188687_t.LU,
047188695_t.LU,
047188709_t.LU,
047188717_t.LU,
047188725_t.LU,
047188733_t.LU,
047188741_t.LU,
047188750_t.LU,
047188768_t.LU,
047188776_t.LU,
047188784_t.LU,
047188792_t.LU,
047188806_t.LU,
047188814_t.LU,
047188822_t.LU,
047188849_t.LU,
047188857_t.LU,
047188865_t.LU,
047188873_t.LU,
047189799_t.LU,
047195861_t.LU,
047206456_t.LU,
047268745_t.LU,
047268826_t.LU,
047279330_t.LU,
047295211_t.LU,
047312337_t.LU,
047314003_t.LU,
047322316_t.LU,
047322561_t.LU,
047322812_t.LU,
047355141_t.LU,
04735986X.LU,
047370752_t.LU,
047376661_t.LU,
047378133_t.LU,
047378737_t.LU,
047380677_t.LU,
047380685_t.LU,
047381169_t.LU,
047381185_t.LU,
047381410_t.LU,
047381738_t.LU,
047382378_t.LU,
047382637_t.LU,
047382653_t.LU,
047382670_t.LU,
047382696_t.LU,
047382700_t.LU,
047382718_t.LU,
047382726_t.LU,
047382734_t.LU,
047382742_t.LU,
047382769_t.LU,
047382777_t.LU,
047382785_t.LU,
047382793_t.LU,
047382807_t.LU,
047382815_t.LU,
047382823_t.LU,
047382831_t.LU,
047382840_t.LU,
047382858_t.LU,
047382866_t.LU,
047382882_t.LU,
047382904_t.LU,
047382939_t.LU,
047382955_t.LU,
047382963_t.LU,
047382971_t.LU,
047382980_t.LU,
047382998_t.LU,
047383005_t.LU,
047383013_t.LU,
047383021_t.LU,
047383030_t.LU,
047383048_t.LU,
047383056_t.LU,
047383064_t.LU,
047383099_t.LU,
047383102_t.LU,
047383129_t.LU,
047383137_t.LU,
047383145_t.LU,
047383153_t.LU,
047383170_t.LU,
047383188_t.LU,
047383196_t.LU,
047383200_t.LU,
047383463_t.LU,
047383480_t.LU,
047383552_t.LU,
047383854_t.LU,
047384281_t.LU,
047384443_t.LU,
047384931_t.LU,
047384934_t.LU,
047385229_t.LU,
047385296_t.LU,
047385644_t.LU,
047387183_t.LU,
047389615_t.LU,
047403430_t.LU,
047419956_t.LU,
047421209_t.LU,
047422051_t.LU,
047423040_t.LU,
047423554_t.LU,
047424330_t.LU,
047424500_t.LU,
047424631_t.LU,
047424941_t.LU,
047445795_t.LU,
047464030_t.LU,
047466172_t.LU,
047469996_t.LU,
047498627_t.LU,
047534453_t.LU,
047557801_t.LU,
047563178_t.LU,
047574587_t.LU,
047579791_t.LU,
047585295_t.LU,
047587182_t.LU,
047607779_t.LU,
047631718_t.LU,
047646235_t.LU,
047646677_t.LU,
047654530_t.LU,
047678161_t.LU,
047686270_t.LU,
047690919_t.LU,
047696810_t.LU,
047701287_t.LU,
047849993_t.LU,
047866367_t.LU,
047866936_t.LU,
047868386_t.LU,
047885795_t.LU,
047892074_t.LU,
047896592_t.LU,
047896797_t.LU,
047919576_t.LU,
047926629_t.LU,
047929172_t.LU,
047929199_t.LU,
047933927_t.LU,
047934516_t.LU,
047963788_t.LU,
047992028_t.LU,
047996708_t.LU,
048008976_t.LU,
048024955_t.LU,
048025358_t.LU,
048027261_t.LU,
048052827_t.LU,
048196748_t.LU,
048241921_t.LU,
048255582_t.LU,
048268218_t.LU,
048290671_t.LU,
048314597_t.LU,
048335918_t.LU,
048421300_t.LU,
048422110_t.LU,
048481507_t.LU,
048481515_t.LU,
048532233_t.LU,
048533248_t.LU,
048542654_t.LU,
048547923_t.LU,
048596991_t.LU,
048597254_t.LU,
048597670_t.LU,
048599664_t.LU,
048600603_t.LU,
048600956_t.LU,
048601081_t.LU,
048601499_t.LU,
048601570_t.LU,
048601731_t.LU,
048601740_t.LU,
048601766_t.LU,
048601782_t.LU,
048601812_t.LU,
048601847_t.LU,
048601898_t.LU,
048601979_t.LU,
048601987_t.LU,
048602096_t.LU,
048602207_t.LU,
048602304_t.LU,
048602355_t.LU,
048602363_t.LU,
048602436_t.LU,
048602509_t.LU,
048603165_t.LU,
048603815_t.LU,
048604447_t.LU,
048604498_t.LU,
048605532_t.LU,
048605591_t.LU,
048605613_t.LU,
048605648_t.LU,
048606075_t.LU,
048606369_t.LU,
048606636_t.LU,
048607462_t.LU,
048607519_t.LU,
048607527_t.LU,
048607802_t.LU,
048608027_t.LU,
048609899_t.LU,
048648304_t.LU,
048660428_t.LU,
048660576_t.LU,
048677282_t.LU,
048677363_t.LU,
048677444_t.LU,
048677657_t.LU,
048677665_t.LU,
048678939_t.LU,
048679153_t.LU,
048679170_t.LU,
048679498_t.LU,
048679528_t.LU,
048681301_t.LU,
048683509_t.LU,
048683703_t.LU,
048684491_t.LU,
048685218_t.LU,
048685323_t.LU,
048691854_t.LU,
048710425_t.LU,
048717764_t.LU,
048717802_t.LU,
048720463_t.LU,
048731511_t.LU,
048731554_t.LU,
048732844_t.LU,
048741037_t.LU,
048744001_t.LU,
048744290_t.LU,
048745440_t.LU,
048760201_t.LU,
048771998_t.LU,
048795480_t.LU,
048843492_t.LU,
048866395_t.LU,
04895274X.LU,
048990738_t.LU,
049066813_t.LU,
049068000_t.LU,
049068263_t.LU,
049110847_t.LU,
049150989_t.LU,
049151543_t.LU,
049166907_t.LU,
049290497_t.LU,
049294417_t.LU,
049307357_t.LU,
049309996_t.LU,
049372388_t.LU,
049398484_t.LU,
049399138_t.LU,
049440383_t.LU,
049440464_t.LU,
049489226_t.LU,
049499213_t.LU,
049501501_t.LU,
049518749_t.LU,
049542372_t.LU,
049592957_t.LU,
049603711_t.LU,
049622350_t.LU,
049624085_t.LU,
049624140_t.LU,
049649410_t.LU,
049649908_t.LU,
049665113_t.LU,
049665199_t.LU,
049665636_t.LU,
049741537_t.LU,
049741782_t.LU,
049746555_t.LU,
049779038_t.LU,
049780419_t.LU,
049785364_t.LU,
049802404_t.LU,
04980255X.LU,
049811101_t.LU,
049811284_t.LU,
049876238_t.LU,
049876327_t.LU,
049876424_t.LU,
049876645_t.LU,
049876939_t.LU,
049879334_t.LU,
049879377_t.LU,
049879393_t.LU,
049883226_t.LU,
049889542_t.LU,
049911408_t.LU,
049918275_t.LU,
049927177_t.LU,
049955472_t.LU,
049956673_t.LU,
049958846_t.LU,
049986211_t.LU,
050013421_t.LU,
050041514_t.LU,
050047644_t.LU,
050093727_t.LU,
050158993_t.LU,
050171540_t.LU,
050181472_t.LU,
050228541_t.LU,
050244717_t.LU,
050253791_t.LU,
050285090_t.LU,
050286690_t.LU,
050293475_t.LU,
050297373_t.LU,
050306259_t.LU,
050307646_t.LU,
05030889X.LU,
05030927X.LU,
05030935X.LU,
050359263_t.LU,
050367819_t.LU,
050368815_t.LU,
050373754_t.LU,
050379159_t.LU,
050412776_t.LU,
050425703_t.LU,
050426289_t.LU,
050566862_t.LU,
050575993_t.LU,
050576035_t.LU,
050591930_t.LU,
050603873_t.LU,
050603920_t.LU,
050610845_t.LU,
050627543_t.LU,
050659372_t.LU,
050662560_t.LU,
050681793_t.LU,
050732720_t.LU,
050920810_t.LU,
050925854_t.LU,
050965392_t.LU,
050991172_t.LU,
051094077_t.LU,
051146271_t.LU,
051167937_t.LU,
051171364_t.LU,
051240430_t.LU,
051254694_t.LU,
051329732_t.LU,
051379306_t.LU,
051443128_t.LU,
051448464_t.LU,
051448626_t.LU,
051448642_t.LU,
051448677_t.LU,
051448685_t.LU,
051448693_t.LU,
051448782_t.LU,
051448847_t.LU,
051448871_t.LU,
051448898_t.LU,
051449037_t.LU,
051449142_t.LU,
051449207_t.LU,
051449215_t.LU,
051449223_t.LU,
051449339_t.LU,
051449436_t.LU,
051449452_t.LU,
051449479_t.LU,
051449487_t.LU,
051494610_t.LU,
051494628_t.LU,
051574915_t.LU,
051629990_t.LU,
051638786_t.LU,
051690575_t.LU,
051690869_t.LU,
051690885_t.LU,
051690915_t.LU,
051690940_t.LU,
051691083_t.LU,
051691229_t.LU,
051691245_t.LU,
051691261_t.LU,
051691296_t.LU,
051691342_t.LU,
051691440_t.LU,
051691571_t.LU,
051691695_t.LU,
051691750_t.LU,
051691865_t.LU,
051691890_t.LU,
051691989_t.LU,
051692144_t.LU,
051692241_t.LU,
051692292_t.LU,
051692314_t.LU,
051692411_t.LU,
051692535_t.LU,
051692551_t.LU,
051692616_t.LU,
051692993_t.LU,
051693078_t.LU,
051693159_t.LU,
051693353_t.LU,
051693698_t.LU,
051693701_t.LU,
051693752_t.LU,
051693990_t.LU,
051694147_t.LU,
051694317_t.LU,
051694376_t.LU,
051694406_t.LU,
051695275_t.LU,
051695500_t.LU,
051695569_t.LU,
051695577_t.LU,
051695658_t.LU,
051696328_t.LU,
051696344_t.LU,
051697294_t.LU,
051697596_t.LU,
051697871_t.LU,
051697979_t.LU,
051698541_t.LU,
051698690_t.LU,
051698797_t.LU,
051698886_t.LU,
051699076_t.LU,
051699360_t.LU,
051699726_t.LU,
051699831_t.LU,
051699912_t.LU,
051700627_t.LU,
051700996_t.LU,
051701020_t.LU,
051701119_t.LU,
051701143_t.LU,
051701232_t.LU,
051701330_t.LU,
051702093_t.LU,
051702611_t.LU,
051702646_t.LU,
051702662_t.LU,
051702689_t.LU,
051702760_t.LU,
051702778_t.LU,
051702786_t.LU,
051702794_t.LU,
051734823_t.LU,
051735021_t.LU,
051735994_t.LU,
051736818_t.LU,
051737083_t.LU,
051737113_t.LU,
051737172_t.LU,
051737423_t.LU,
051737539_t.LU,
051737571_t.LU,
051738071_t.LU,
051738179_t.LU,
051738209_t.LU,
051738217_t.LU,
051738276_t.LU,
051738713_t.LU,
051738756_t.LU,
051738764_t.LU,
051738942_t.LU,
051739353_t.LU,
051739400_t.LU,
051739566_t.LU,
051739795_t.LU,
051740262_t.LU,
051740394_t.LU,
051740572_t.LU,
051740726_t.LU,
051741064_t.LU,
051741153_t.LU,
051741196_t.LU,
051741366_t.LU,
051741480_t.LU,
051741498_t.LU,
051741587_t.LU,
051741609_t.LU,
051741714_t.LU,
051741722_t.LU,
051742184_t.LU,
051742249_t.LU,
051746465_t.LU,
051747348_t.LU,
051760603_t.LU,
051768396_t.LU,
051856406_t.LU,
051856490_t.LU,
051858867_t.LU,
051875567_t.LU,
051887425_t.LU,
051887859_t.LU,
051912993_t.LU,
051997638_t.LU,
051997824_t.LU,
051999142_t.LU,
052049822_t.LU,
052091080_t.LU,
052097444_t.LU,
052098076_t.LU,
05210089X.LU,
052100909_t.LU,
052100976_t.LU,
052102430_t.LU,
052118816_t.LU,
052119103_t.LU,
052119391_t.LU,
052120063_t.LU,
052120144_t.LU,
052142598_t.LU,
052171059_t.LU,
052220254_t.LU,
052222834_t.LU,
052241421_t.LU,
052260957_t.LU,
052262313_t.LU,
05226619X.LU,
052328217_t.LU,
052328934_t.LU,
052442605_t.LU,
052453305_t.LU,
052478782_t.LU,
052486190_t.LU,
052551951_t.LU,
052580218_t.LU,
052580234_t.LU,
052580307_t.LU,
052580315_t.LU,
052580358_t.LU,
052580749_t.LU,
052597714_t.LU,
052598028_t.LU,
052608805_t.LU,
052608945_t.LU,
052609330_t.LU,
052609437_t.LU,
052609542_t.LU,
052609658_t.LU,
052609747_t.LU,
052609941_t.LU,
052610257_t.LU,
052610419_t.LU,
052610818_t.LU,
052611261_t.LU,
052611598_t.LU,
052612080_t.LU,
052612152_t.LU,
052612411_t.LU,
052612560_t.LU,
052612799_t.LU,
052612969_t.LU,
052613175_t.LU,
052625084_t.LU,
052652863_t.LU,
052681880_t.LU,
052702518_t.LU,
052710634_t.LU,
052725828_t.LU,
052728304_t.LU,
052728533_t.LU,
052741220_t.LU,
052757037_t.LU,
052757827_t.LU,
052762685_t.LU,
052763479_t.LU,
052763797_t.LU,
052763827_t.LU,
052763975_t.LU,
052764343_t.LU,
052764386_t.LU,
052767946_t.LU,
052768004_t.LU,
052768071_t.LU,
052821878_t.LU,
052826039_t.LU,
052838991_t.LU,
052863384_t.LU,
052863678_t.LU,
052939518_t.LU,
052998148_t.LU,
053011462_t.LU,
053037887_t.LU,
053049486_t.LU,
053054846_t.LU,
053056369_t.LU,
053056555_t.LU,
053058086_t.LU,
053058299_t.LU,
053059058_t.LU,
053059368_t.LU,
053059376_t.LU,
053059384_t.LU,
053059406_t.LU,
053059414_t.LU,
053059643_t.LU,
053087906_t.LU,
053088082_t.LU,
053091229_t.LU,
053091873_t.LU,
053102964_t.LU,
053114415_t.LU,
053121179_t.LU,
053123651_t.LU,
053132367_t.LU,
053157815_t.LU,
053183832_t.LU,
053188141_t.LU,
053194435_t.LU,
053216960_t.LU,
053217893_t.LU,
053225799_t.LU,
053266665_t.LU,
053384510_t.LU,
053471102_t.LU,
053471277_t.LU,
053471307_t.LU,
053471315_t.LU,
053471897_t.LU,
053471935_t.LU,
053471986_t.LU,
053471994_t.LU,
053472036_t.LU,
053520073_t.LU,
053543766_t.LU,
053544134_t.LU,
053580114_t.LU,
053615708_t.LU,
053643434_t.LU,
053655491_t.LU,
053655602_t.LU,
053660967_t.LU,
053674321_t.LU,
053810675_t.LU,
053836810_t.LU,
053859348_t.LU,
053954723_t.LU,
054031459_t.LU,
054035128_t.LU,
054118066_t.LU,
054128827_t.LU,
054131321_t.LU,
054131445_t.LU,
054131658_t.LU,
054131852_t.LU,
054132123_t.LU,
054149638_t.LU,
054163525_t.LU,
054215622_t.LU,
054215851_t.LU,
054216912_t.LU,
054220383_t.LU,
054243804_t.LU,
054265301_t.LU,
054273860_t.LU,
054281587_t.LU,
054283415_t.LU,
054328346_t.LU,
054347715_t.LU,
054347774_t.LU,
054369298_t.LU,
054371357_t.LU,
054373279_t.LU,
054373449_t.LU,
054376049_t.LU,
054389973_t.LU,
054394527_t.LU,
054402317_t.LU,
054438419_t.LU,
054462549_t.LU,
054472285_t.LU,
054486669_t.LU,
054641419_t.LU,
054665539_t.LU,
054722435_t.LU,
054722729_t.LU,
054724631_t.LU,
054724799_t.LU,
054724853_t.LU,
054724888_t.LU,
054724969_t.LU,
054725019_t.LU,
054725027_t.LU,
054725051_t.LU,
054725256_t.LU,
054725264_t.LU,
054725299_t.LU,
054725329_t.LU,
054725345_t.LU,
054725353_t.LU,
054725370_t.LU,
054725388_t.LU,
054725434_t.LU,
054725442_t.LU,
054725477_t.LU,
054725558_t.LU,
054725574_t.LU,
054725604_t.LU,
054725612_t.LU,
054725639_t.LU,
054725655_t.LU,
054725663_t.LU,
054725671_t.LU,
054725744_t.LU,
054725752_t.LU,
054725787_t.LU,
054725809_t.LU,
054725817_t.LU,
054725841_t.LU,
054725876_t.LU,
054725906_t.LU,
054725922_t.LU,
054725949_t.LU,
054725973_t.LU,
054725981_t.LU,
054725990_t.LU,
054726007_t.LU,
054726023_t.LU,
054726031_t.LU,
054726066_t.LU,
054726139_t.LU,
054726147_t.LU,
054726180_t.LU,
054726279_t.LU,
054726350_t.LU,
054726627_t.LU,
054726716_t.LU,
054726813_t.LU,
054726830_t.LU,
054726856_t.LU,
054726929_t.LU,
054726961_t.LU,
054727143_t.LU,
054727208_t.LU,
054727437_t.LU,
054727445_t.LU,
054727500_t.LU,
054727534_t.LU,
054727542_t.LU,
054727631_t.LU,
054727747_t.LU,
054727763_t.LU,
054727798_t.LU,
054727968_t.LU,
054728107_t.LU,
054728166_t.LU,
054728182_t.LU,
054728271_t.LU,
054728379_t.LU,
054728425_t.LU,
054728450_t.LU,
054728506_t.LU,
054728751_t.LU,
054770707_t.LU,
054775440_t.LU,
054789459_t.LU,
054793413_t.LU,
054793464_t.LU,
054794185_t.LU,
054801793_t.LU,
054822952_t.LU,
054826265_t.LU,
054836228_t.LU,
054855338_t.LU,
054863969_t.LU,
054863977_t.LU,
054880138_t.LU,
054880367_t.LU,
054880413_t.LU,
054923660_t.LU,
054946791_t.LU,
055000158_t.LU,
055061157_t.LU,
055061564_t.LU,
055103330_t.LU,
055104123_t.LU,
055148732_t.LU,
055148813_t.LU,
055148961_t.LU,
055165637_t.LU,
055178259_t.LU,
055179891_t.LU,
055179972_t.LU,
055210942_t.LU,
055246246_t.LU,
055253510_t.LU,
055254761_t.LU,
055268134_t.LU,
055303991_t.LU,
055304017_t.LU,
055336423_t.LU,
055402574_t.LU,
055466173_t.LU,
055479038_t.LU,
055483841_t.LU,
055484546_t.LU,
055485135_t.LU,
055485895_t.LU,
055486727_t.LU,
055487081_t.LU,
055487375_t.LU,
055488118_t.LU,
055543674_t.LU,
055543682_t.LU,
055556393_t.LU,
055622418_t.LU,
055630593_t.LU,
055638276_t.LU,
055690715_t.LU,
055691096_t.LU,
055708339_t.LU,
055713243_t.LU,
055728011_t.LU,
055735352_t.LU,
055742863_t.LU,
055776008_t.LU,
055780633_t.LU,
055819025_t.LU,
055819041_t.LU,
055858110_t.LU,
055873950_t.LU,
055915768_t.LU,
056018794_t.LU,
056059075_t.LU,
056151028_t.LU,
056160647_t.LU,
056251111_t.LU,
056317295_t.LU,
056345485_t.LU,
056350560_t.LU,
056541594_t.LU,
056597310_t.LU,
056639659_t.LU,
056674870_t.LU,
056679839_t.LU,
056686045_t.LU,
056705678_t.LU,
056712607_t.LU,
056712976_t.LU,
056716742_t.LU,
056808132_t.LU,
056808469_t.LU,
056809520_t.LU,
056809813_t.LU,
056809864_t.LU,
056810005_t.LU,
056826203_t.LU,
056831444_t.LU,
056831452_t.LU,
056831479_t.LU,
056831495_t.LU,
056831509_t.LU,
056831517_t.LU,
056831525_t.LU,
056831533_t.LU,
056884629_t.LU,
056884718_t.LU,
056884793_t.LU,
056886176_t.LU,
056886281_t.LU,
056886303_t.LU,
056886320_t.LU,
056886362_t.LU,
056886427_t.LU,
056888527_t.LU,
056904611_t.LU,
056925309_t.LU,
056925333_t.LU,
056928057_t.LU,
056951890_t.LU,
056968938_t.LU,
056986081_t.LU,
057018038_t.LU,
057018046_t.LU,
057018054_t.LU,
057018224_t.LU,
057018526_t.LU,
057074981_t.LU,
057075147_t.LU,
057079738_t.LU,
057098520_t.LU,
057104864_t.LU,
057107316_t.LU,
057231335_t.LU,
057231360_t.LU,
057246910_t.LU,
057252472_t.LU,
057266074_t.LU,
057267283_t.LU,
057271175_t.LU,
057272384_t.LU,
057272953_t.LU,
057272961_t.LU,
057273275_t.LU,
057273798_t.LU,
057276185_t.LU,
057276240_t.LU,
057278927_t.LU,
057279656_t.LU,
057279699_t.LU,
057279826_t.LU,
057279842_t.LU,
057279869_t.LU,
057283246_t.LU,
057283971_t.LU,
057311169_t.LU,
057311177_t.LU,
057311371_t.LU,
057312068_t.LU,
057314419_t.LU,
057314427_t.LU,
057316802_t.LU,
057316993_t.LU,
057320150_t.LU,
057321172_t.LU,
057321202_t.LU,
057321652_t.LU,
057321776_t.LU,
057321814_t.LU,
057322420_t.LU,
057322454_t.LU,
057323132_t.LU,
057323264_t.LU,
057323582_t.LU,
057323647_t.LU,
057323736_t.LU,
057324171_t.LU,
057325186_t.LU,
057331917_t.LU,
057332522_t.LU,
057333286_t.LU,
057333626_t.LU,
057333758_t.LU,
057334029_t.LU,
057334037_t.LU,
057334797_t.LU,
057334878_t.LU,
057335181_t.LU,
057335220_t.LU,
057335238_t.LU,
057335246_t.LU,
057335254_t.LU,
057335262_t.LU,
057335289_t.LU,
057348135_t.LU,
057348755_t.LU,
057364246_t.LU,
057383429_t.LU,
057447923_t.LU,
057480122_t.LU,
057508060_t.LU,
057509236_t.LU,
057525851_t.LU,
057526017_t.LU,
057534834_t.LU,
057534966_t.LU,
057539763_t.LU,
057546662_t.LU,
057548061_t.LU,
057548118_t.LU,
057548142_t.LU,
057548169_t.LU,
057548177_t.LU,
057550066_t.LU,
057556587_t.LU,
057632445_t.LU,
057657855_t.LU,
057733233_t.LU,
057733268_t.LU,
057734906_t.LU,
057735406_t.LU,
05773644X.LU,
057740418_t.LU,
057753188_t.LU,
057800275_t.LU,
057814411_t.LU,
057817160_t.LU,
057834624_t.LU,
05794960X.LU,
057962879_t.LU,
057962917_t.LU,
057963573_t.LU,
057965185_t.LU,
057965312_t.LU,
058003212_t.LU,
058024643_t.LU,
058038342_t.LU,
058038750_t.LU,
058038792_t.LU,
058055212_t.LU,
058084913_t.LU,
05811155X.LU,
05811198X.LU,
058118389_t.LU,
058121754_t.LU,
058205753_t.LU,
058276839_t.LU,
058276898_t.LU,
058276910_t.LU,
058276944_t.LU,
058276979_t.LU,
058277029_t.LU,
058277053_t.LU,
058277126_t.LU,
058277207_t.LU,
058277240_t.LU,
058278068_t.LU,
058306142_t.LU,
058466425_t.LU,
058494631_t.LU,
058494844_t.LU,
058494852_t.LU,
058494879_t.LU,
058494909_t.LU,
058495620_t.LU,
058536580_t.LU,
058552461_t.LU,
058574716_t.LU,
058585181_t.LU,
058654922_t.LU,
058655040_t.LU,
058660639_t.LU,
058661279_t.LU,
058661597_t.LU,
058685631_t.LU,
058686269_t.LU,
058688533_t.LU,
058694835_t.LU,
058694843_t.LU,
058694851_t.LU,
058695106_t.LU,
058695521_t.LU,
058696056_t.LU,
058696277_t.LU,
058697150_t.LU,
058697702_t.LU,
058700401_t.LU,
058751634_t.LU,
058755036_t.LU,
058763462_t.LU,
058828190_t.LU,
058866130_t.LU,
058866172_t.LU,
058866342_t.LU,
058866636_t.LU,
058940330_t.LU,
058940364_t.LU,
058942235_t.LU,
058944165_t.LU,
058944190_t.LU,
058954063_t.LU,
058954284_t.LU,
058985147_t.LU,
058997978_t.LU,
059052055_t.LU,
059083929_t.LU,
059084941_t.LU,
059085662_t.LU,
059085832_t.LU,
059086634_t.LU,
059087100_t.LU,
059087606_t.LU,
059088076_t.LU,
059088084_t.LU,
059088106_t.LU,
059089129_t.LU,
059089153_t.LU,
059089188_t.LU,
059089315_t.LU,
059089820_t.LU,
059090500_t.LU,
059090615_t.LU,
059091689_t.LU,
059091735_t.LU,
059092928_t.LU,
059092936_t.LU,
059092979_t.LU,
059093126_t.LU,
059093177_t.LU,
059093185_t.LU,
059093215_t.LU,
059093231_t.LU,
059093240_t.LU,
059094017_t.LU,
059094050_t.LU,
059095803_t.LU,
059095978_t.LU,
059096460_t.LU,
059096575_t.LU,
059098292_t.LU,
059099442_t.LU,
059100068_t.LU,
059100173_t.LU,
059100319_t.LU,
059100351_t.LU,
059100360_t.LU,
059100955_t.LU,
059101153_t.LU,
059101226_t.LU,
059101897_t.LU,
059102516_t.LU,
059102648_t.LU,
059102877_t.LU,
059102885_t.LU,
059103083_t.LU,
059103091_t.LU,
059103172_t.LU,
059103202_t.LU,
059105825_t.LU,
059105833_t.LU,
059106074_t.LU,
059106104_t.LU,
059106422_t.LU,
059107330_t.LU,
059107801_t.LU,
059107887_t.LU,
059107895_t.LU,
059107909_t.LU,
059107917_t.LU,
059108387_t.LU,
059108824_t.LU,
059109863_t.LU,
059109880_t.LU,
059109898_t.LU,
059109901_t.LU,
059109910_t.LU,
059109928_t.LU,
059109936_t.LU,
059109944_t.LU,
059109952_t.LU,
059109979_t.LU,
059109987_t.LU,
059109995_t.LU,
059110004_t.LU,
059110012_t.LU,
059110039_t.LU,
059110047_t.LU,
059110055_t.LU,
059110179_t.LU,
059110187_t.LU,
059110195_t.LU,
059110209_t.LU,
059110217_t.LU,
059110225_t.LU,
059110233_t.LU,
059110241_t.LU,
059110250_t.LU,
059110268_t.LU,
059110306_t.LU,
059110420_t.LU,
059110438_t.LU,
059110446_t.LU,
059110454_t.LU,
059110462_t.LU,
059110489_t.LU,
059110497_t.LU,
059110519_t.LU,
059110527_t.LU,
059110535_t.LU,
059111078_t.LU,
059111116_t.LU,
059111337_t.LU,
059111353_t.LU,
059111477_t.LU,
059111493_t.LU,
059111531_t.LU,
059111558_t.LU,
059111604_t.LU,
059111639_t.LU,
059112007_t.LU,
059113526_t.LU,
059113909_t.LU,
059115987_t.LU,
059115995_t.LU,
059116002_t.LU,
059116355_t.LU,
059116754_t.LU,
059117009_t.LU,
059117025_t.LU,
059117033_t.LU,
059117076_t.LU,
059117084_t.LU,
059117092_t.LU,
059117555_t.LU,
059117955_t.LU,
059117963_t.LU,
059118277_t.LU,
059118307_t.LU,
059118315_t.LU,
059118323_t.LU,
059118820_t.LU,
059120468_t.LU,
059120484_t.LU,
059120611_t.LU,
059120620_t.LU,
059120727_t.LU,
059120875_t.LU,
059120883_t.LU,
059121910_t.LU,
059121928_t.LU,
059121936_t.LU,
059121944_t.LU,
059121979_t.LU,
059122096_t.LU,
059122223_t.LU,
059122231_t.LU,
059122339_t.LU,
059122355_t.LU,
059122363_t.LU,
059122371_t.LU,
059122398_t.LU,
059122550_t.LU,
059122576_t.LU,
059122584_t.LU,
059122797_t.LU,
059123556_t.LU,
059123564_t.LU,
059123572_t.LU,
059124129_t.LU,
059124137_t.LU,
059124196_t.LU,
059124234_t.LU,
059124269_t.LU,
059124277_t.LU,
059124307_t.LU,
059160915_t.LU,
059168860_t.LU,
059189042_t.LU,
059191845_t.LU,
059192884_t.LU,
059193031_t.LU,
059197282_t.LU,
059223488_t.LU,
059244043_t.LU,
059244299_t.LU,
059244663_t.LU,
059247107_t.LU,
059249894_t.LU,
059249908_t.LU,
059250116_t.LU,
059252399_t.LU,
059252461_t.LU,
059259555_t.LU,
059351800_t.LU,
059351826_t.LU,
059353969_t.LU,
059354027_t.LU,
059354213_t.LU,
059360230_t.LU,
059360337_t.LU,
059389661_t.LU,
059390325_t.LU,
059392573_t.LU,
059392867_t.LU,
059393065_t.LU,
059393243_t.LU,
059393359_t.LU,
059393537_t.LU,
059393685_t.LU,
059394380_t.LU,
059394622_t.LU,
059394681_t.LU,
059394738_t.LU,
059394797_t.LU,
059399551_t.LU,
059423606_t.LU,
059424491_t.LU,
059438506_t.LU,
059475452_t.LU,
059563548_t.LU,
059563858_t.LU,
059564226_t.LU,
059564650_t.LU,
059589415_t.LU,
059591380_t.LU,
059624148_t.LU,
059656325_t.LU,
059656341_t.LU,
059656562_t.LU,
059776401_t.LU,
059817752_t.LU,
059818325_t.LU,
059818422_t.LU,
059824210_t.LU,
059830821_t.LU,
059841688_t.LU,
059881043_t.LU,
059972073_t.LU,
059972111_t.LU,
059979175_t.LU,
059994565_t.LU,
059995022_t.LU,
060005419_t.LU,
060005885_t.LU,
060006695_t.LU,
060006725_t.LU,
060006938_t.LU,
060007535_t.LU,
060007802_t.LU,
060008167_t.LU,
060008299_t.LU,
060008566_t.LU,
060008841_t.LU,
060017409_t.LU,
060235139_t.LU,
060235350_t.LU,
060235481_t.LU,
060235490_t.LU,
060235856_t.LU,
060236283_t.LU,
060236682_t.LU,
060237085_t.LU,
060237131_t.LU,
060254010_t.LU,
060267383_t.LU,
060284253_t.LU,
060310297_t.LU,
060320683_t.LU,
060352208_t.LU,
060352216_t.LU,
